"id";"procedure_id";"person_id";"licence_id";"usraxis_id";"fproc";"numproc"
84;1;106;2;2;"2023-01-03";66118942
85;1;107;2;2;"2023-01-03";66181283
86;1;108;2;2;"2023-01-03";66233251
87;1;109;2;2;"2023-01-03";66246951
88;1;110;2;2;"2023-01-03";66249035
89;1;111;2;2;"2023-01-03";66550758
90;1;112;4;11;"2023-01-03";63780653
91;1;113;2;11;"2023-01-03";64737025
92;1;114;2;11;"2023-01-03";64797628
93;1;115;2;11;"2023-01-03";65264611
94;1;116;2;11;"2023-01-03";65866786
95;1;117;2;4;"2023-01-03";59377945
96;1;118;2;4;"2023-01-03";60251788
97;1;119;7;4;"2023-01-03";64010228
98;1;120;2;4;"2023-01-03";64689927
99;1;121;2;4;"2023-01-03";64828148
100;1;122;3;4;"2023-01-03";65744023
101;1;123;1;4;"2023-01-03";65851538
102;1;124;2;4;"2023-01-03";65906458
103;1;125;2;4;"2023-01-03";65918672
104;1;126;2;4;"2023-01-03";65921547
105;1;127;2;4;"2023-01-03";66044134
106;1;128;5;4;"2023-01-03";66256324
107;1;129;3;4;"2023-01-03";66313457
108;1;130;2;4;"2023-01-03";66449955
109;2;131;3;16;"2023-01-03";54294785
110;2;132;2;16;"2023-01-03";64105688
111;2;133;2;16;"2023-01-03";64720017
112;2;134;2;16;"2023-01-03";64736095
113;2;135;2;16;"2023-01-03";64774288
114;2;136;2;16;"2023-01-03";64854032
115;2;137;2;16;"2023-01-03";64855985
116;2;138;2;16;"2023-01-03";65866147
117;2;139;2;16;"2023-01-03";65927372
118;2;140;2;16;"2023-01-03";66082920
119;2;141;2;16;"2023-01-03";66133862
120;2;142;2;16;"2023-01-03";66192534
121;2;143;5;16;"2023-01-03";66222016
122;2;144;6;16;"2023-01-03";66231685
123;2;145;2;16;"2023-01-03";66236107
124;2;146;1;16;"2023-01-03";66240154
125;2;147;2;8;"2023-01-03";59108656
126;2;148;2;8;"2023-01-03";60192029
127;2;149;2;8;"2023-01-03";61511259
128;2;150;2;8;"2023-01-03";62301759
129;2;151;2;8;"2023-01-03";62743688
130;2;152;5;8;"2023-01-03";63628440
131;2;153;2;8;"2023-01-03";64851678
132;2;154;2;8;"2023-01-03";64857476
133;2;155;2;8;"2023-01-03";64859928
134;2;156;2;8;"2023-01-03";64866980
135;2;157;2;8;"2023-01-03";65223844
136;2;158;2;8;"2023-01-03";65414708
137;2;159;2;8;"2023-01-03";65448666
138;2;160;3;8;"2023-01-03";65514903
139;2;161;2;8;"2023-01-03";65596979
140;2;162;2;8;"2023-01-03";65633151
141;2;163;2;8;"2023-01-03";65697261
142;2;164;2;8;"2023-01-03";65789887
143;2;165;2;8;"2023-01-03";65799292
144;2;166;2;8;"2023-01-03";65827318
145;2;167;2;8;"2023-01-03";65841166
146;2;168;2;8;"2023-01-03";65864955
147;2;169;2;8;"2023-01-03";65867171
148;2;170;2;8;"2023-01-03";65901914
149;2;171;2;8;"2023-01-03";65908232
150;2;172;2;8;"2023-01-03";65914891
151;2;173;4;8;"2023-01-03";65925986
152;2;174;2;8;"2023-01-03";65934857
153;2;175;2;8;"2023-01-03";66065085
154;2;176;2;8;"2023-01-03";66156067
155;2;177;2;8;"2023-01-03";66199403
156;2;178;2;8;"2023-01-03";66207934
157;2;179;2;8;"2023-01-03";66237430
158;2;180;2;8;"2023-01-03";66238495
159;2;181;2;8;"2023-01-03";66253425
160;2;182;2;8;"2023-01-03";66255439
161;2;183;2;8;"2023-01-03";66257592
162;2;184;2;8;"2023-01-03";66272404
163;2;185;1;8;"2023-01-03";66572747
164;2;186;2;8;"2023-01-03";66575716
165;2;187;5;3;"2023-01-03";53379114
166;2;188;2;3;"2023-01-03";57839191
167;2;189;2;3;"2023-01-03";62270473
168;2;190;2;3;"2023-01-03";62404985
169;2;191;2;3;"2023-01-03";62460537
170;2;192;2;3;"2023-01-03";63631313
171;2;193;2;3;"2023-01-03";64084100
172;2;194;2;3;"2023-01-03";64743931
173;2;195;2;3;"2023-01-03";64777828
174;2;196;2;3;"2023-01-03";64851235
175;2;197;2;3;"2023-01-03";64857264
176;2;198;2;3;"2023-01-03";65212100
177;2;199;1;3;"2023-01-03";65498014
178;2;200;2;3;"2023-01-03";65648276
179;2;201;2;3;"2023-01-03";65775690
180;2;202;2;3;"2023-01-03";65813460
181;2;203;2;3;"2023-01-03";65899477
182;2;204;2;3;"2023-01-03";65900519
183;2;205;2;3;"2023-01-03";65907640
184;2;206;2;3;"2023-01-03";65912429
185;2;207;2;3;"2023-01-03";65921757
186;2;208;2;3;"2023-01-03";65921847
187;2;209;2;3;"2023-01-03";65935646
188;2;210;2;3;"2023-01-03";66079638
189;2;211;2;3;"2023-01-03";66156563
190;2;212;2;3;"2023-01-03";66159094
191;2;213;2;3;"2023-01-03";66189820
192;2;214;2;3;"2023-01-03";66192379
193;2;215;2;3;"2023-01-03";66209777
194;2;216;2;3;"2023-01-03";66224355
195;2;217;2;3;"2023-01-03";66230272
196;2;218;2;3;"2023-01-03";66564432
197;2;185;2;1;"2023-01-03";66572747
198;2;219;5;1;"2023-01-03";36216821
199;2;220;2;1;"2023-01-03";60972573
200;2;221;2;1;"2023-01-03";62578253
201;2;222;2;1;"2023-01-03";62802588
202;2;223;2;1;"2023-01-03";64688873
203;2;224;2;1;"2023-01-03";64749029
204;2;225;2;1;"2023-01-03";64778938
205;2;226;2;1;"2023-01-03";64783005
206;2;227;2;1;"2023-01-03";64786851
207;2;228;2;1;"2023-01-03";64835167
208;2;229;2;1;"2023-01-03";64855858
209;2;230;2;1;"2023-01-03";65053976
210;2;231;2;1;"2023-01-03";65212982
211;2;232;2;1;"2023-01-03";65279640
212;2;233;2;1;"2023-01-03";65308320
213;2;234;3;1;"2023-01-03";65375610
214;2;235;2;1;"2023-01-03";65487073
215;2;236;2;1;"2023-01-03";65520349
216;2;237;2;1;"2023-01-03";65526890
217;2;238;2;1;"2023-01-03";65660047
218;2;239;2;1;"2023-01-03";65704200
219;2;240;1;1;"2023-01-03";65740333
220;2;241;3;1;"2023-01-03";65853804
221;2;242;2;1;"2023-01-03";65896264
222;2;243;2;1;"2023-01-03";65899986
223;2;244;2;1;"2023-01-03";65905249
224;2;245;2;1;"2023-01-03";65935854
225;2;246;4;1;"2023-01-03";66123675
226;2;247;2;1;"2023-01-03";66183032
227;2;248;2;1;"2023-01-03";66208262
228;2;249;5;1;"2023-01-03";66226566
229;2;250;2;1;"2023-01-03";66233099
230;2;251;2;1;"2023-01-03";66251005
231;2;252;2;1;"2023-01-03";66251335
232;2;253;2;1;"2023-01-03";66496291
233;2;254;2;1;"2023-01-03";66561050
234;2;255;2;1;"2023-01-03";66561278
235;2;256;2;2;"2023-01-03";49487161
236;2;257;2;2;"2023-01-03";54124714
237;2;258;2;2;"2023-01-03";61010009
238;2;259;2;2;"2023-01-03";62309250
239;2;260;2;2;"2023-01-03";62889579
240;2;261;2;2;"2023-01-03";63488695
241;2;262;1;2;"2023-01-03";64747514
242;2;263;2;2;"2023-01-03";65251119
243;2;264;2;2;"2023-01-03";65494796
244;2;265;1;2;"2023-01-03";65739183
245;2;266;2;2;"2023-01-03";65807112
246;2;267;1;2;"2023-01-03";65841394
247;2;268;5;2;"2023-01-03";65904836
248;2;269;5;2;"2023-01-03";65916642
249;2;270;2;2;"2023-01-03";66059664
250;2;271;2;2;"2023-01-03";66125804
251;2;272;2;2;"2023-01-03";66207902
252;2;273;1;2;"2023-01-03";66233238
253;2;274;2;2;"2023-01-03";66235609
254;2;275;2;2;"2023-01-03";66312641
255;2;276;3;2;"2023-01-03";66350326
256;2;277;2;11;"2023-01-03";63998564
257;2;278;3;11;"2023-01-03";64074070
258;2;279;2;11;"2023-01-03";64555026
259;2;280;3;11;"2023-01-03";65916601
260;2;281;2;11;"2023-01-03";65924798
261;2;282;2;11;"2023-01-03";66217324
262;2;283;2;4;"2023-01-03";54133437
263;2;284;2;4;"2023-01-03";62488834
264;2;285;2;4;"2023-01-03";64023672
265;2;286;2;4;"2023-01-03";64737152
266;2;287;2;4;"2023-01-03";64830363
267;2;288;5;4;"2023-01-03";64854970
268;2;289;2;4;"2023-01-03";64868640
269;2;290;2;4;"2023-01-03";65363011
270;2;291;2;4;"2023-01-03";65493531
271;2;292;2;4;"2023-01-03";65744151
272;2;293;2;4;"2023-01-03";65751446
273;2;294;3;4;"2023-01-03";65770938
274;2;295;5;4;"2023-01-03";65828925
275;2;296;5;4;"2023-01-03";65833534
276;2;297;2;4;"2023-01-03";65861807
277;2;298;2;4;"2023-01-03";65863122
278;2;299;2;4;"2023-01-03";65867188
279;2;300;2;4;"2023-01-03";65905485
280;2;301;2;4;"2023-01-03";65911003
281;2;302;2;4;"2023-01-03";65930862
282;2;303;2;4;"2023-01-03";66230968
283;2;304;1;4;"2023-01-03";66245857
284;2;305;2;4;"2023-01-03";66252575
285;2;306;2;4;"2023-01-03";66259931
286;2;221;1;4;"2023-01-03";62578253
287;3;307;2;10;"2023-01-04";66586883
288;3;308;2;10;"2023-01-04";66580429
289;3;309;2;10;"2023-01-04";66581200
290;3;310;3;10;"2023-01-04";66582038
291;3;311;2;10;"2023-01-04";66584339
292;3;312;1;10;"2023-01-04";66580852
293;3;313;2;10;"2023-01-04";66580482
294;3;314;2;10;"2023-01-04";66580649
295;3;315;4;10;"2023-01-04";66583345
296;1;316;1;16;"2023-01-04";62220917
297;1;317;2;16;"2023-01-04";64697267
298;1;318;2;16;"2023-01-04";65474639
299;1;319;2;16;"2023-01-04";65863937
300;1;320;2;16;"2023-01-04";65866997
301;1;321;2;16;"2023-01-04";66233905
302;1;322;2;16;"2023-01-04";66239290
303;1;323;3;16;"2023-01-04";66587256
304;1;324;2;8;"2023-01-04";64016519
305;1;325;2;8;"2023-01-04";65381715
306;1;326;2;8;"2023-01-04";65660930
307;1;327;1;8;"2023-01-04";65742959
308;1;328;2;8;"2023-01-04";65827285
309;1;329;1;8;"2023-01-04";65910598
310;1;330;2;8;"2023-01-04";65913077
311;1;331;2;8;"2023-01-04";66172246
312;1;332;2;8;"2023-01-04";66191049
313;1;333;2;8;"2023-01-04";66233754
314;1;334;2;8;"2023-01-04";66234440
315;1;335;2;8;"2023-01-04";66236579
316;1;336;3;3;"2023-01-04";64752089
317;1;337;1;3;"2023-01-04";64829924
318;1;338;2;3;"2023-01-04";64830833
319;1;339;1;3;"2023-01-04";65842241
320;1;340;2;3;"2023-01-04";65861775
321;1;341;3;3;"2023-01-04";65863753
322;1;342;2;3;"2023-01-04";65941112
323;1;343;2;3;"2023-01-04";66128607
324;1;344;2;3;"2023-01-04";66171752
325;1;345;2;1;"2023-01-04";62339276
326;1;346;2;1;"2023-01-04";62794911
327;1;347;5;1;"2023-01-04";63436253
328;1;348;3;1;"2023-01-04";64684009
329;1;349;3;1;"2023-01-04";64830004
330;1;350;5;1;"2023-01-04";64876847
331;1;351;1;1;"2023-01-04";65129825
332;1;352;2;1;"2023-01-04";66149311
333;1;353;2;1;"2023-01-04";66184256
334;1;354;2;1;"2023-01-04";66228929
335;1;355;1;1;"2023-01-04";66233132
336;1;356;2;1;"2023-01-04";66265177
337;1;357;2;2;"2023-01-04";61044917
338;1;358;3;2;"2023-01-04";64780683
339;1;359;2;2;"2023-01-04";64782685
340;1;360;2;2;"2023-01-04";65606312
341;1;361;2;2;"2023-01-04";65769515
342;1;362;2;2;"2023-01-04";65898638
343;1;363;2;2;"2023-01-04";65899495
344;1;364;2;2;"2023-01-04";65900581
345;1;365;3;2;"2023-01-04";65908893
346;1;366;1;2;"2023-01-04";65932178
347;1;367;2;2;"2023-01-04";66228892
348;1;368;2;2;"2023-01-04";66229232
349;1;369;2;2;"2023-01-04";66265340
350;1;370;2;2;"2023-01-04";66272214
351;1;371;2;20;"2023-01-04";40406476
352;1;372;2;20;"2023-01-04";64416616
353;1;373;2;20;"2023-01-04";64737672
354;1;374;3;20;"2023-01-04";64782406
355;1;375;3;20;"2023-01-04";64782859
356;1;376;1;20;"2023-01-04";64803916
357;1;377;1;20;"2023-01-04";64829192
358;1;378;2;20;"2023-01-04";64829898
359;1;379;2;20;"2023-01-04";65251612
360;1;380;2;20;"2023-01-04";65865709
361;1;381;2;20;"2023-01-04";66081302
362;1;382;2;20;"2023-01-04";66228296
363;1;383;2;20;"2023-01-04";66260138
364;1;384;1;20;"2023-01-04";66261487
365;1;385;2;20;"2023-01-04";66557463
366;1;386;2;11;"2023-01-04";64880451
367;1;387;5;11;"2023-01-04";65862956
368;1;388;1;11;"2023-01-04";65911186
369;1;389;1;11;"2023-01-04";65945757
370;1;390;2;11;"2023-01-04";66239331
371;1;391;1;11;"2023-01-04";66255592
372;1;392;2;4;"2023-01-04";59491531
373;1;393;2;4;"2023-01-04";62870777
374;1;394;2;4;"2023-01-04";64655543
375;1;395;2;4;"2023-01-04";64688369
376;1;396;2;4;"2023-01-04";64781950
377;1;397;2;4;"2023-01-04";64829987
378;1;398;2;4;"2023-01-04";64843851
379;1;399;2;4;"2023-01-04";64876363
380;1;400;2;4;"2023-01-04";65465561
381;1;401;2;4;"2023-01-04";65890266
382;1;402;2;4;"2023-01-04";65909284
383;1;403;2;4;"2023-01-04";65942327
384;1;404;2;4;"2023-01-04";65945762
385;1;405;2;4;"2023-01-04";65949958
386;1;406;2;4;"2023-01-04";65971837
387;1;407;2;4;"2023-01-04";66229033
388;1;408;2;4;"2023-01-04";66233177
389;1;409;1;4;"2023-01-04";66233430
390;2;410;2;16;"2023-01-04";59646245
391;2;411;2;16;"2023-01-04";60669366
392;2;412;2;16;"2023-01-04";62953915
393;2;413;2;16;"2023-01-04";63414454
394;2;414;2;16;"2023-01-04";64018804
395;2;415;2;16;"2023-01-04";64145196
396;2;416;2;16;"2023-01-04";64690519
397;2;417;2;16;"2023-01-04";64713631
398;2;418;2;16;"2023-01-04";64802158
399;2;419;4;16;"2023-01-04";64843200
400;2;420;2;16;"2023-01-04";64870333
401;2;421;2;16;"2023-01-04";64876921
402;2;422;2;16;"2023-01-04";65135224
403;2;423;2;16;"2023-01-04";65331556
404;2;424;2;16;"2023-01-04";65487277
405;2;425;4;16;"2023-01-04";65539286
406;2;426;2;16;"2023-01-04";65643001
407;2;427;2;16;"2023-01-04";65807381
408;2;428;5;16;"2023-01-04";65816760
409;2;429;2;16;"2023-01-04";65900069
410;2;430;2;16;"2023-01-04";65900588
411;2;431;2;16;"2023-01-04";65912107
412;2;432;2;16;"2023-01-04";65949185
413;2;433;2;16;"2023-01-04";66084915
414;2;434;2;16;"2023-01-04";66154698
415;2;435;2;16;"2023-01-04";66268252
416;2;436;2;16;"2023-01-04";66272685
417;2;437;3;8;"2023-01-04";54712930
418;2;438;2;8;"2023-01-04";56323794
419;2;439;2;8;"2023-01-04";60211124
420;2;440;2;8;"2023-01-04";62305053
421;2;441;2;8;"2023-01-04";63295233
422;2;442;2;8;"2023-01-04";64636774
423;2;443;2;8;"2023-01-04";64733312
424;2;444;2;8;"2023-01-04";64752388
425;2;445;2;8;"2023-01-04";64875682
426;2;446;2;8;"2023-01-04";65412452
427;2;447;2;8;"2023-01-04";65472976
428;2;448;2;8;"2023-01-04";65664919
429;2;449;1;8;"2023-01-04";65717902
430;2;450;2;8;"2023-01-04";65793221
431;2;451;2;8;"2023-01-04";65862774
432;2;452;2;8;"2023-01-04";65865759
433;2;453;5;8;"2023-01-04";65885891
434;2;454;2;8;"2023-01-04";65902492
435;2;455;2;8;"2023-01-04";65917488
436;2;456;2;8;"2023-01-04";65925640
437;2;457;2;8;"2023-01-04";65928529
438;2;458;3;8;"2023-01-04";66072200
439;2;459;3;8;"2023-01-04";66140630
440;2;460;3;8;"2023-01-04";66233107
441;2;461;2;8;"2023-01-04";66238086
442;2;462;3;8;"2023-01-04";66248770
443;2;463;2;8;"2023-01-04";66254781
444;2;464;2;8;"2023-01-04";66268433
445;2;465;2;3;"2023-01-04";62902180
446;2;466;2;3;"2023-01-04";63151339
447;2;467;2;3;"2023-01-04";64084163
448;2;468;2;3;"2023-01-04";64733383
449;2;469;2;3;"2023-01-04";64850021
450;2;470;2;3;"2023-01-04";64879955
451;2;471;2;3;"2023-01-04";65012366
452;2;472;1;3;"2023-01-04";65539445
453;2;473;2;3;"2023-01-04";65587752
454;2;474;5;3;"2023-01-04";65791883
455;2;475;6;3;"2023-01-04";65796442
456;2;476;2;3;"2023-01-04";65866818
457;2;477;2;3;"2023-01-04";65899283
458;2;478;2;3;"2023-01-04";65944888
459;2;479;2;3;"2023-01-04";66038375
460;2;480;2;3;"2023-01-04";66085344
461;2;481;5;3;"2023-01-04";66122231
462;2;482;2;3;"2023-01-04";66184975
463;2;483;2;3;"2023-01-04";66232245
464;2;484;2;3;"2023-01-04";66232722
465;2;485;2;3;"2023-01-04";66233760
466;2;486;2;1;"2023-01-04";61351292
467;2;487;2;1;"2023-01-04";61876997
468;2;488;2;1;"2023-01-04";62244805
469;2;489;2;1;"2023-01-04";63961374
470;2;490;2;1;"2023-01-04";64735543
471;2;491;2;1;"2023-01-04";64781715
472;2;492;2;1;"2023-01-04";64863674
473;2;493;2;1;"2023-01-04";65291856
474;2;494;2;1;"2023-01-04";65448664
475;2;495;2;1;"2023-01-04";65487903
476;2;496;2;1;"2023-01-04";65528333
477;2;497;5;1;"2023-01-04";65534326
478;2;498;5;1;"2023-01-04";65541635
479;2;499;2;1;"2023-01-04";65740196
480;2;500;4;1;"2023-01-04";65775634
481;2;501;2;1;"2023-01-04";65800626
482;2;502;2;1;"2023-01-04";65817986
483;2;503;3;1;"2023-01-04";65818838
484;2;504;2;1;"2023-01-04";65863738
485;2;505;2;1;"2023-01-04";65866208
486;2;506;2;1;"2023-01-04";65900522
487;2;507;2;1;"2023-01-04";65906785
488;2;508;2;1;"2023-01-04";65912345
489;2;509;2;1;"2023-01-04";65919704
490;2;510;4;1;"2023-01-04";65931412
491;2;511;2;1;"2023-01-04";66067868
492;2;512;3;1;"2023-01-04";66192783
493;2;513;2;1;"2023-01-04";66232284
494;2;514;2;1;"2023-01-04";66237995
495;2;515;2;1;"2023-01-04";66248677
496;2;516;3;1;"2023-01-04";66259064
497;2;517;2;1;"2023-01-04";66272318
498;2;518;2;1;"2023-01-04";66272378
499;2;519;2;1;"2023-01-04";66563740
500;2;520;2;1;"2023-01-04";66587564
501;2;521;2;2;"2023-01-04";45883912
502;2;522;2;2;"2023-01-04";52158287
503;2;523;2;2;"2023-01-04";58742040
504;2;524;2;2;"2023-01-04";59317523
505;2;525;3;2;"2023-01-04";61486230
506;2;526;2;2;"2023-01-04";63069393
507;2;527;2;2;"2023-01-04";63931054
508;2;528;2;2;"2023-01-04";64225896
509;2;529;2;2;"2023-01-04";64563597
510;2;530;1;2;"2023-01-04";64631705
511;2;531;2;2;"2023-01-04";64777468
512;2;532;2;2;"2023-01-04";64783471
513;2;533;2;2;"2023-01-04";64875092
514;2;534;2;2;"2023-01-04";65132114
515;2;535;5;2;"2023-01-04";65193534
516;2;536;2;2;"2023-01-04";65447470
517;2;537;2;2;"2023-01-04";65448575
518;2;538;1;2;"2023-01-04";65456545
519;2;539;2;2;"2023-01-04";65487826
520;2;540;2;2;"2023-01-04";65659350
521;2;541;2;2;"2023-01-04";65898619
522;2;542;2;2;"2023-01-04";65905973
523;2;543;2;2;"2023-01-04";65912033
524;2;544;2;2;"2023-01-04";65920237
525;2;545;2;2;"2023-01-04";65936111
526;2;546;2;2;"2023-01-04";65937134
527;2;547;5;2;"2023-01-04";66232479
528;2;548;2;2;"2023-01-04";66270882
529;2;549;2;2;"2023-01-04";66271271
530;2;550;2;2;"2023-01-04";66280093
531;2;551;2;2;"2023-01-04";66553429
532;2;552;2;20;"2023-01-04";59599284
533;2;553;2;20;"2023-01-04";60298176
534;2;554;2;20;"2023-01-04";61280951
535;2;555;2;20;"2023-01-04";62244374
536;2;556;2;20;"2023-01-04";62326395
537;2;557;2;20;"2023-01-04";62787145
538;2;558;2;20;"2023-01-04";62898680
539;2;559;2;20;"2023-01-04";63377398
540;2;560;2;20;"2023-01-04";63450343
541;2;561;2;20;"2023-01-04";63968497
542;2;562;2;20;"2023-01-04";64736611
543;2;563;1;20;"2023-01-04";64774923
544;2;564;2;20;"2023-01-04";64792567
545;2;565;2;20;"2023-01-04";64870093
546;2;566;2;20;"2023-01-04";65487683
547;2;567;2;20;"2023-01-04";65489102
548;2;568;2;20;"2023-01-04";65743293
549;2;569;2;20;"2023-01-04";65862673
550;2;570;2;20;"2023-01-04";65935088
551;2;571;2;20;"2023-01-04";66156804
552;2;572;2;20;"2023-01-04";66200816
553;2;573;2;20;"2023-01-04";66233443
554;2;574;2;20;"2023-01-04";66257282
555;2;575;5;20;"2023-01-04";66296296
556;2;576;2;11;"2023-01-04";62553421
557;2;577;2;11;"2023-01-04";64698435
558;2;578;2;11;"2023-01-04";64727250
559;2;579;2;11;"2023-01-04";64740858
560;2;580;2;11;"2023-01-04";65373443
561;2;581;5;11;"2023-01-04";65767287
562;2;582;2;11;"2023-01-04";65901341
563;2;583;2;11;"2023-01-04";65940728
564;2;584;2;11;"2023-01-04";66233618
565;2;585;2;11;"2023-01-04";66272624
566;2;586;2;11;"2023-01-04";66587224
567;2;587;3;4;"2023-01-04";60443976
568;2;588;2;4;"2023-01-04";62119670
569;2;589;2;4;"2023-01-04";62781409
570;2;590;2;4;"2023-01-04";63072687
571;2;591;2;4;"2023-01-04";63961748
572;2;592;2;4;"2023-01-04";64820903
573;2;593;2;4;"2023-01-04";64830261
574;2;594;1;4;"2023-01-04";64844529
575;2;595;2;4;"2023-01-04";64847083
576;2;596;2;4;"2023-01-04";64847706
577;2;597;1;4;"2023-01-04";65510772
578;2;598;2;4;"2023-01-04";65751078
579;2;599;2;4;"2023-01-04";65811640
580;2;600;2;4;"2023-01-04";65867685
581;2;601;2;4;"2023-01-04";65901111
582;2;602;2;4;"2023-01-04";65928655
583;2;603;2;4;"2023-01-04";66140535
584;2;604;2;4;"2023-01-04";66211781
585;2;605;2;4;"2023-01-04";66232305
586;2;606;2;4;"2023-01-04";66276157
587;2;607;2;4;"2023-01-04";66578267
588;2;608;2;4;"2023-01-04";66581435
589;3;609;3;10;"2023-01-05";66594586
590;3;610;2;10;"2023-01-05";66594904
591;3;611;2;10;"2023-01-05";66594517
592;3;612;2;10;"2023-01-05";66594298
593;3;613;2;10;"2023-01-05";66594758
594;3;614;4;10;"2023-01-05";66595124
595;3;615;1;10;"2023-01-05";66594470
596;3;616;2;10;"2023-01-05";66594620
597;3;617;5;10;"2023-01-05";66595055
598;1;618;2;8;"2023-01-05";64809080
599;1;619;3;8;"2023-01-05";64820086
600;1;620;2;8;"2023-01-05";64829700
601;1;621;2;8;"2023-01-05";64885993
602;1;622;2;8;"2023-01-05";65936785
603;1;623;2;8;"2023-01-05";65961102
604;1;624;2;8;"2023-01-05";66062764
605;1;625;2;8;"2023-01-05";66233981
606;1;626;2;8;"2023-01-05";66263626
607;1;627;1;3;"2023-01-05";60865361
608;1;628;2;3;"2023-01-05";62067073
609;1;629;1;3;"2023-01-05";63291229
610;1;630;2;3;"2023-01-05";63774206
611;1;631;2;3;"2023-01-05";64059963
612;1;632;3;3;"2023-01-05";64572106
613;1;633;1;3;"2023-01-05";64836786
614;1;634;2;3;"2023-01-05";64877048
615;1;635;2;3;"2023-01-05";64907314
616;1;636;2;3;"2023-01-05";65475049
617;1;637;2;3;"2023-01-05";65559451
618;1;638;1;3;"2023-01-05";65791596
619;1;639;2;3;"2023-01-05";65852405
620;1;640;2;3;"2023-01-05";65937112
621;1;641;3;3;"2023-01-05";66157606
622;1;642;2;3;"2023-01-05";66162225
623;1;643;2;3;"2023-01-05";66186935
624;1;644;2;3;"2023-01-05";66246323
625;1;645;2;3;"2023-01-05";66272285
626;1;646;2;1;"2023-01-05";61880110
627;1;647;2;1;"2023-01-05";64058951
628;1;648;2;1;"2023-01-05";64842124
629;1;649;2;1;"2023-01-05";64872940
630;1;650;2;1;"2023-01-05";65444904
631;1;651;2;1;"2023-01-05";65785952
632;1;652;3;1;"2023-01-05";65816319
